# brand	model	width	height	dpi — portrait pixels; generated by gen, do not edit
Swipe	Slate2	800	1280	160
Swipe	Strike	600	1024	160
Swipe	Swipe_Slate_3	800	1280	160
Swipe	Swipe_Slate_3_WiFi	800	1280	160
Swipe	Swipe_Strike8	800	1280	160
Swipe	Swipe_X1	1200	1920	240
Swissvoice	G50	720	1280	320
Syco	RS-403_EEA	720	1440	320
Syco	RS-442_EEA	720	1520	320
Syco	RT-402	800	1280	213
Syco	SYCO RS-404	720	1440	320
Syco	SYCO_RT-401	800	1280	213
SYLVANIA	SLTDVD1024	600	1024	160
SYLVANIA	SLTDVD1024_B	600	1024	160
Symphony	ATOM	720	1520	320
Symphony	Atom ii	720	1600	320
Symphony	Atom3	720	1600	280
Symphony	ATOM4	720	1612	320
Symphony	G10	480	854	240
Symphony	G100	480	960	240
Symphony	G10plus	720	1280	320
Symphony	G27	720	1612	280
Symphony	G27 Lite	720	1612	280
Symphony	G50	480	960	240
Symphony	Helio S60	1080	2246	480
Symphony	helio_30	1080	2400	480
Symphony	helio_80	1080	2412	480
Symphony	i10	720	1280	320
Symphony	i10 plus	720	1280	320
Symphony	i12	720	1440	320
Symphony	i120	720	1440	320
Symphony	i15	720	1440	320
Symphony	i18	720	1440	320
Symphony	i20	720	1280	320
Symphony	i25	720	1280	320
Symphony	i30	720	1440	320
Symphony	i32	720	1600	320
Symphony	i60	720	1280	320
Symphony	i65	720	1440	320
Symphony	i66	720	1440	320
Symphony	i67	720	1440	320
Symphony	i68	720	1440	320
Symphony	i69	720	1440	320
Symphony	i71	720	1440	320
Symphony	i72	720	1440	320
Symphony	i74	720	1440	320
Symphony	i80	720	1560	320
Symphony	i85	720	1600	320
Symphony	i90	720	1280	320
Symphony	i95	720	1440	320
Symphony	i96	720	1600	320
Symphony	i97	720	1440	320
Symphony	i98	720	1440	320
Symphony	i99	720	1560	320
Symphony	innova10	720	1600	320
Symphony	innova20	720	1600	280
Symphony	innova30	720	1612	320
Symphony	innova_40	720	1600	480
Symphony	MAX 30	720	1612	280
Symphony	MAX_60	720	1600	320
Symphony	P11	720	1440	320
Symphony	P6 PRO	720	1280	320
Symphony	P8 PRO	720	1280	320
Symphony	P9	720	1280	320
Symphony	R100	720	1280	320
Symphony	R20	720	1280	320
Symphony	R30	720	1280	320
Symphony	R40	720	1440	320
Symphony	roarV95	480	854	240
Symphony	Symphony G26	720	1612	320
Symphony	Symphony i73	720	1440	320
Symphony	Symphony V138Lite	720	1440	320
Symphony	Symphony_Z12	720	1560	320
Symphony	Symphony_Z50	720	1600	320
Symphony	Symphony_Z9	1080	1920	480
Symphony	SYMTAB 80	800	1280	240
Symphony	SYMTAB25	600	1024	213
Symphony	SYMTAB60	800	1280	213
Symphony	V100	480	854	240
Symphony	V102	480	854	240
Symphony	V105	720	1280	320
Symphony	V110	480	854	240
Symphony	V120	480	854	240
Symphony	V128	480	960	240
Symphony	V138	720	1440	320
Symphony	V139	720	1440	320
Symphony	V140	480	960	240
Symphony	V141	480	960	240
Symphony	V142	480	960	240
Symphony	V145	480	854	240
Symphony	V155	720	1280	320
Symphony	V47	480	854	240
Symphony	V65	480	854	240
Symphony	V75	480	854	240
Symphony	V85	540	960	240
Symphony	V94	480	960	240
Symphony	V96	480	854	240
Symphony	V97	480	960	240
Symphony	V98	480	854	240
Symphony	V99	480	854	240
Symphony	V99+	720	1280	320
Symphony	Z10	720	1440	320
Symphony	Z15	1080	1920	480
Symphony	Z16	720	1600	280
Symphony	Z18	720	1600	320
Symphony	Z20	720	1520	320
Symphony	Z22	720	1600	320
Symphony	Z25	720	1560	320
Symphony	Z28	720	1600	280
Symphony	Z30	720	1600	280
Symphony	Z30 pro	720	1600	280
Symphony	Z32	720	1600	320
Symphony	Z33	720	1600	280
Symphony	Z35	720	1640	260
Symphony	Z40	720	1600	280
Symphony	Z42	720	1600	320
Symphony	Z42_pro	720	1600	320
Symphony	Z45	720	1600	280
Symphony	Z47	720	1600	320
Symphony	Z55	1080	2248	480
Symphony	Z60	720	1600	280
Symphony	Z60 Plus	720	1600	280
Symphony	Z70	720	1612	320
Symphony	Z72	720	1640	320
T-Mobile	REVVL 2	720	1440	320
T-Mobile	REVVL 4	720	1520	280
T-Mobile	REVVL 4+	720	1600	320
T-Mobile	REVVL 5G	1080	2340	480
T-Mobile	REVVL 6	720	1600	280
T-Mobile	REVVL 6 Pro	720	1640	280
T-Mobile	REVVL 7	1080	2408	480
T-Mobile	REVVL 7 Pro	1080	2436	480
T-Mobile	Revvl 8	1080	2408	480
T-Mobile	Revvl 8 Pro	1080	2392	480
T-Mobile	REVVL V	720	1600	280
T-Mobile	REVVL V+ 5G	720	1640	320
T-Mobile	REVVLRY+	1080	2270	480
T-Mobile	T-Mobile REVVL TAB 2	800	1280	240
T-Mobile	TCL 20 XE	720	1600	320
T-Mobile	Telekom_Puls	800	1280	213
T-Mobile	TMRV065G	720	1600	280
T-Mobile	TMRV06P5G	720	1640	280
T-Mobile	TMRV5GTB	1200	2000	240
t_go(Argentina)	TGO_TB1021	800	1280	160
t_go(Argentina)	TGO_TB850iH	800	1280	213
Tabi_by_T_GO	EUTB_758_Argos	600	1024	160
Tabi_by_T_GO	EUTB_758G	600	1024	160
Tabi_by_T_GO	TGO_TB1001_2R	800	1280	160
Tabi_by_T_GO	TGO_TB1001_4R	800	1280	160
Tabi_by_T_GO	TGO_TB1001_4RO	800	1280	160
Tabi_by_T_GO	TGO_TB780i	600	1024	160
Tabi_by_T_GO	TGO_TB780ik	600	1024	160
Tablet_PC	T3G_07	600	1024	213
Tablet_PC	T3G_10B	800	1280	213
TABWEE	K10_EEA	800	1280	213
TABWEE	K10_NEU	800	1280	213
TABWEE	T12_Pro_US	1840	2800	320
TABWEE	T20_US	800	1280	213
TABWEE	T30_NEU	800	1280	160
TABWEE	T50_EEA	800	1280	213
TABWEE	T60_EA	1600	2400	343
TABWEE	T60_Pro_US	1200	1920	280
TABWEE	T70_US	800	1280	213
TABWEE	T80_US	800	1280	213
TABWEE	T90_US	1200	1920	280
TABWEE	W90_US	1200	1920	280
TAG-DC	TAG-DC	1200	1920	320
TAG-TECH	TAG Phone	720	1520	320
TAG-TECH	TAG-TAB-III	1200	1920	320
TAG-TECH	TAG_TAB_II	1200	1920	280
TAG-TECH	Tagphone plus	720	1600	320
TAGITAL	K88	600	1024	160
Tagtech	TAG-Pluto-TAB	1200	1920	240
Tagtech	TAGPhone	720	1600	320
TAIFA	TL1B_68	1200	1920	240
TaiwanMobile	Amazing_A55	720	1440	320
TaiwanMobile	Amazing_A57	720	1440	320
Talius	Zircon_1015	800	1280	160
Talius	Zircon_1016_4G	1200	1920	240
Tambo	Elite 3T	576	1280	240
Tambo	Elite 4T	720	1600	280
Tambo	TA-1	720	1640	320
TAMBOARD	TB_GH	2160	3840	420
TASKPHONE	T20	720	1440	320
TazTag	TazPad-FAP30	800	1280	160
TazTag	Tazpad-FAP60	1200	1920	240
Tbltaca	Y108	1200	1920	320
TCH(Timeless Connection Hero)	NEO	720	1600	320
TCH(Timeless Connection Hero)	ONE	720	1640	320
TCH(Timeless Connection Hero)	ONE Lite	720	1600	320
TCH(Timeless Connection Hero)	ONE PRO	720	1600	320
TCL	3T10 WIFI KDDI	800	1280	240
TCL	alcatel 1T7 NEW	600	1024	160
TCL	Alcatel A31 Pro	576	1280	220
TCL	AQUOS V6	720	1600	320
TCL	AQUOS V6 plus	720	1600	320
TCL	GL TCL	1440	2160	320
TCL	Jitterbug Smart4	720	1600	320
TCL	Jitterbug Smart5	720	1600	320
TCL	T607DL	720	1440	320
TCL	tbd	720	1560	320
TCL	TBD	1200	1920	320
TCL	TCL 10 5G	1080	2340	480
TCL	TCL 10 Plus	1080	2340	480
TCL	TCL 10 Pro	1080	2340	480
TCL	TCL 10 SE	720	1600	320
TCL	TCL 10 TABMAX	1200	2000	320
TCL	TCL 10 TABMAX 4G	1200	2000	320
TCL	TCL 103	720	1560	320
TCL	TCL 10L	1080	2340	480
TCL	TCL 20 5G	1080	2400	480
TCL	TCL 20 Pro 5G	1080	2400	480
TCL	TCL 20 R 5G	720	1600	320
TCL	TCL 20 SE	720	1640	320
TCL	TCL 205	720	1520	320
TCL	TCL 20E	720	1600	320
TCL	TCL 20L	1080	2400	480
TCL	TCL 20L+	1080	2400	480
TCL	TCL 20S	1080	2400	480
TCL	TCL 20Y	720	1600	320
TCL	TCL 30 5G	1080	2400	480
TCL	TCL 30 LE	720	1560	320
TCL	TCL 30 SE	720	1600	320
TCL	TCL 30 XE 5G	720	1600	320
TCL	TCL 30 XL	720	1640	320
TCL	TCL 30 Z	720	1560	320
TCL	TCL 30+	1080	2400	480
TCL	TCL 304	720	1560	320
TCL	TCL 305i	720	1600	320
TCL	TCL 306	720	1600	320
TCL	TCL 30E	720	1600	320
TCL	TCL 30XE 5G	720	1600	320
TCL	TCL 40 NXTPAPER	1080	2460	480
TCL	TCL 40 NXTPAPER 5G	720	1612	320
TCL	TCL 40 R 5G	720	1612	320
TCL	TCL 40 SE	720	1600	320
TCL	TCL 40 X 5G	720	1612	320
TCL	TCL 40 XE 5G	720	1612	320
TCL	TCL 403	480	960	240
TCL	TCL 405	720	1612	320
TCL	TCL 406	720	1612	320
TCL	TCL 406i	720	1612	320
TCL	TCL 408	720	1612	320
TCL	TCL 40T	720	1600	320
TCL	TCL 40XL	720	1600	320
TCL	TCL 50 5G	720	1612	320
TCL	TCL 50 LE	720	1612	320
TCL	TCL 50 NXTPAPER 5G	1080	2460	480
TCL	TCL 50 PRO NXTPAPER 5G	1080	2460	480
TCL	TCL 50 SE	1080	2460	480
TCL	TCL 50 XE 5G	720	1612	320
TCL	TCL 50 XE NXTPAPER 5G	720	1612	320
TCL	TCL 50 XL 5G	1080	2460	480
TCL	TCL 50 XL NXTPAPER 5G	1080	2460	480
TCL	TCL 501	540	1092	240
TCL	TCL 502	480	960	220
TCL	TCL 502	720	1612	280
TCL	TCL 505	720	1600	320
TCL	TCL 60 NXTPAPER	1080	2460	480
TCL	TCL 60 SE NXTPAPER 5G	720	1600	320
TCL	TCL 60 XE NXTPAPER 5G	1080	2460	480
TCL	TCL 605	720	1600	320
TCL	TCL 60R 5G	720	1600	320
TCL	TCL A3X	720	1440	320
TCL	TCL ION V	720	1440	320
TCL	TCL ION X	720	1440	320
TCL	TCL K11	480	960	220
TCL	TCL K12	720	1612	320
TCL	TCL K23	720	1612	320
TCL	TCL K24	720	1612	320
TCL	TCL K32 5G	720	1600	320
TCL	TCL K33 5G	720	1600	320
TCL	TCL K70	720	1570	320
TCL	TCL K70 4G	720	1570	320
TCL	TCL K70 5G	720	1570	320
TCL	TCL K70 NXTPAPER	720	1570	320
TCL	TCL K70 Power 4G	720	1570	320
TCL	TCL K70 SE	540	1210	240
TCL	TCL K70 XE	720	1570	320
TCL	TCL L10 Lite	720	1520	320
TCL	TCL L10+	720	1520	320
TCL	TCL L7	720	1440	320
TCL	TCL L9S	720	1520	320
TCL	TCL NXTPAPER 10s	1200	1920	320
TCL	TCL NXTPAPER 11 Gen2	1200	1920	320
TCL	TCL NXTPAPER 11 Plus	1440	2200	320
TCL	TCL NXTPAPER 14	1600	2400	320
TCL	TCL NXTPAPER 60 Ultra	1080	2340	440
TCL	TCL NXTPAPER 70 Pro	1080	2340	480
TCL	TCL PLEX	1080	2340	320
TCL	TCL Stylus 5G	1080	2460	480
TCL	TCL stylus 5G	1080	2460	480
TCL	TCL TAB 10 4G	800	1280	240
TCL	TCL TAB 10 5G	1200	1920	320
TCL	TCL TAB 10 FHD	1200	1920	320
TCL	TCL TAB 10 FHD 4G	1200	1920	320
TCL	TCL TAB 10 Gen4	1200	1920	320
TCL	TCL TAB 10 HD	800	1280	240
TCL	TCL TAB 10 NXTPAPER 5G	1200	2000	320
TCL	TCL TAB 10L	800	1280	160
TCL	TCL TAB 10L Gen 2	800	1280	213
TCL	TCL TAB 10L Gen 4	800	1280	240
TCL	TCL TAB 10L LTE Gen 2	800	1280	213
TCL	TCL TAB 10L LTE Gen 3	800	1280	240
TCL	TCL TAB 10L LTE Gen 4	800	1280	240
TCL	TCL TAB 10s	1200	1920	320
TCL	TCL TAB 10s 5G	1200	1920	320
TCL	TCL TAB 11 FE LTE	1200	1920	320
TCL	TCL TAB 11 Gen2	1200	1920	320
TCL	TCL TAB 11 LTE	1200	2000	320
TCL	TCL TAB 8	800	1280	240
TCL	TCL TAB 8 4G	800	1280	240
TCL	TCL TAB 8 Gen2	800	1340	240
TCL	TCL TAB 8 LE	800	1280	240
TCL	TCL TAB 8 LTE Gen2	800	1340	240
TCL	TCL TAB 8 NXTPAPER 5G	800	1340	240
TCL	TCL TAB 8 Plus	800	1280	240
TCL	TCL TAB 8 SE	800	1280	240
TCL	TCL TAB A1 NXTPAPER	1320	2112	320
TCL	TCL TAB A1 Plus	1600	2400	320
TCL	TCL TAB A1 Plus NXTPAPER	1600	2400	320
TCL	TCL TAB Disney Edition	1200	1920	320
TCL	TCL TAB Lite	800	1280	240
TCL	TCL TAB10 Gen2	1200	2000	320
TCL	TCL TABMAX 10.4	1200	2000	320
TCL	TCL 随学园 E8 4G	800	1280	240
TCL	TCL201	480	960	240
TCL	Telstra T-Inspire 2	576	1280	220
TCST	L7	1200	1920	320
TCT (Alcatel)	1T10 SMART	800	1280	160
TCT (Alcatel)	1T10 WIFI	800	1280	160
TCT (Alcatel)	3T10 4G	800	1280	240
TCT (Alcatel)	4013M	480	800	240
TCT (Alcatel)	4047G	480	854	240
TCT (Alcatel)	4055J	480	800	240
TCT (Alcatel)	5011A	720	1280	320
TCT (Alcatel)	5017B	480	854	240
TCT (Alcatel)	5023F	720	1280	320
TCT (Alcatel)	5027B	480	854	240
TCT (Alcatel)	5046S	720	1280	320
TCT (Alcatel)	5049S	720	1280	320
TCT (Alcatel)	5049Z	720	1280	320
TCT (Alcatel)	5051X	720	1280	320
TCT (Alcatel)	5056E	720	1280	320
TCT (Alcatel)	5056X	720	1280	320
TCT (Alcatel)	5059Z	480	960	240
TCT (Alcatel)	5065N	480	854	213
TCT (Alcatel)	5070D	720	1280	320
TCT (Alcatel)	5080Q	720	1280	320
TCT (Alcatel)	5085O	720	1280	320
TCT (Alcatel)	5098O	720	1280	320
TCT (Alcatel)	6039Y	720	1280	320
TCT (Alcatel)	6044D	720	1280	320
TCT (Alcatel)	6055P	1080	1920	480
TCT (Alcatel)	6062W	1080	2160	480
TCT (Alcatel)	8050E	720	1280	320
TCT (Alcatel)	8053	600	1024	160
TCT (Alcatel)	8063	600	1024	160
TCT (Alcatel)	8070	800	1280	213
TCT (Alcatel)	8079	800	1280	213
TCT (Alcatel)	9001D	720	1280	320
TCT (Alcatel)	9002A	600	1024	160
TCT (Alcatel)	9003X	600	1024	160
TCT (Alcatel)	9005X	800	1280	213
TCT (Alcatel)	9006W	600	1024	160
TCT (Alcatel)	9007X	600	1024	160
TCT (Alcatel)	9010X	800	1280	213
TCT (Alcatel)	9015B	600	1024	160
TCT (Alcatel)	9015Q	600	1024	160
TCT (Alcatel)	9015W	600	1024	160
TCT (Alcatel)	9024O	800	1280	213
TCT (Alcatel)	9024W	800	1280	213
TCT (Alcatel)	9025Q	720	1280	240
TCT (Alcatel)	9027W	800	1280	240
TCT (Alcatel)	9030G	1200	1920	320
TCT (Alcatel)	9203A	600	1024	160
TCT (Alcatel)	A3	720	1280	320
TCT (Alcatel)	A3 PLUS	720	1280	320
TCT (Alcatel)	A3 XL	720	1280	320
TCT (Alcatel)	A30	720	1280	320
TCT (Alcatel)	A5	720	1280	320
TCT (Alcatel)	A571VL	480	854	240
TCT (Alcatel)	A577VL	720	1280	320
TCT (Alcatel)	A622GL	720	1280	320
TCT (Alcatel)	A7	1080	1920	480
TCT (Alcatel)	A7 XL	1080	1920	480
TCT (Alcatel)	Alcatel 1	480	960	240
TCT (Alcatel)	Alcatel 1 SE Lite	720	1600	320
TCT (Alcatel)	Alcatel 1B	720	1440	320
TCT (Alcatel)	Alcatel 1C	480	960	240
TCT (Alcatel)	Alcatel 1E	480	800	240
TCT (Alcatel)	Alcatel 1L PLUS	720	1560	320
TCT (Alcatel)	Alcatel 1L Pro	720	1560	320
TCT (Alcatel)	Alcatel 1S	720	1440	320
TCT (Alcatel)	Alcatel 1S	720	1520	320
TCT (Alcatel)	Alcatel 1S	720	1600	320
TCT (Alcatel)	Alcatel 1SE	720	1520	320
TCT (Alcatel)	Alcatel 1SE lite edition	720	1520	320
TCT (Alcatel)	ALCATEL 1T 10	800	1280	160
TCT (Alcatel)	ALCATEL 1T 7	600	1024	160
TCT (Alcatel)	Alcatel 1T 7 3G NEW	600	1024	160
TCT (Alcatel)	Alcatel 1T 7 WIFI	600	1024	160
TCT (Alcatel)	alcatel 1T7 4G	600	1024	160
TCT (Alcatel)	alcatel 1T7 NEW	600	1024	160
TCT (Alcatel)	Alcatel 1V	480	960	240
TCT (Alcatel)	Alcatel 1V	720	1520	320
TCT (Alcatel)	Alcatel 1V	720	1600	320
TCT (Alcatel)	Alcatel 1X	480	960	240
TCT (Alcatel)	alcatel 1X	720	1440	320
TCT (Alcatel)	Alcatel 3	720	1440	320
TCT (Alcatel)	Alcatel 3	720	1560	320
TCT (Alcatel)	ALCATEL 3C	720	1440	320
TCT (Alcatel)	Alcatel 3C	720	1440	320
TCT (Alcatel)	Alcatel 3H Plus	720	1600	320
TCT (Alcatel)	Alcatel 3L	720	1440	320
TCT (Alcatel)	Alcatel 3L	720	1520	320
TCT (Alcatel)	Alcatel 3L	720	1560	320
TCT (Alcatel)	Alcatel 3L	720	1600	320
TCT (Alcatel)	Alcatel 3T 10	800	1280	213
TCT (Alcatel)	Alcatel 3T 8	800	1280	240
TCT (Alcatel)	alcatel 3T8	800	1280	240
TCT (Alcatel)	Alcatel 3V	720	1440	320
TCT (Alcatel)	Alcatel 3V	1080	2160	480
TCT (Alcatel)	Alcatel 3X	720	1440	320
TCT (Alcatel)	Alcatel 3X	720	1600	320
TCT (Alcatel)	Alcatel 5	720	1440	320
TCT (Alcatel)	Alcatel 5H Plus	720	1600	320
TCT (Alcatel)	Alcatel 5V	720	1500	320
TCT (Alcatel)	Alcatel A11	480	854	200
TCT (Alcatel)	Alcatel A31 Prime	576	1280	220
TCT (Alcatel)	Alcatel A33	576	1280	220
TCT (Alcatel)	Alcatel A62	720	1600	260
TCT (Alcatel)	Alcatel JOY TAB	800	1280	240
TCT (Alcatel)	Alcatel JOY TAB KIDS	800	1280	240
TCT (Alcatel)	Alcatel LUMOS™	720	1440	320
TCT (Alcatel)	ALCATEL ONE TOUCH 5036A	480	854	240
TCT (Alcatel)	ALCATEL ONE TOUCH 7040A	480	854	240
TCT (Alcatel)	ALCATEL ONE TOUCH 8020D	1080	1920	480
TCT (Alcatel)	ALCATEL ONE TOUCH P310A	600	1024	160
TCT (Alcatel)	ALCATEL ONE TOUCH P320A	800	1280	213
TCT (Alcatel)	ALCATEL ONETOUCH Flash Plus	1080	1920	480
TCT (Alcatel)	ALCATEL ONETOUCH IDOL 3 (5.5)	1080	1920	480
TCT (Alcatel)	ALCATEL ONETOUCH PIXI 3 (3.5)	320	480	160
TCT (Alcatel)	ALCATEL ONETOUCH PIXI 3 (4.5)	480	854	240
TCT (Alcatel)	ALCATEL ONETOUCH PIXI 4 (4)	480	800	240
TCT (Alcatel)	ALCATEL ONETOUCH POP 3 (5)	480	854	240
TCT (Alcatel)	ALCATEL ONETOUCH POP 3 (5.5)	720	1280	320
TCT (Alcatel)	ALCATEL ONETOUCH Victory	720	1280	320
TCT (Alcatel)	Alcatel ONYX™	720	1440	320
TCT (Alcatel)	ALCATEL PIXI 4 (5)	480	854	240
TCT (Alcatel)	alcatel PIXI 4 (5.5)	720	1280	320
TCT (Alcatel)	Alcatel Raven LTE	480	854	240
TCT (Alcatel)	alcatel U5	480	854	240
TCT (Alcatel)	Alcatel V3 Classic	720	1600	320
TCT (Alcatel)	Alcatel V3 Pro	720	1600	320
TCT (Alcatel)	Alcatel V3 Ultra	1080	2460	480
TCT (Alcatel)	Alcatel9007T	600	1024	160
TCT (Alcatel)	Alcatel_4060A	480	854	240
TCT (Alcatel)	Alcatel_5044C	480	854	240
TCT (Alcatel)	Alcatel_5056O	720	1280	320
TCT (Alcatel)	Alcatel_5085C	720	1280	320
TCT (Alcatel)	Alcatel_6060C	1080	1920	480
TCT (Alcatel)	Alcatel_7049D	720	1280	320
TCT (Alcatel)	Alcatel_9026S	800	1280	160
TCT (Alcatel)	ALCATEL_ONETOUCH_5022D	720	1280	320
TCT (Alcatel)	ELEMENT5	480	854	240
TCT (Alcatel)	freebit PandA_m14	540	960	240
TCT (Alcatel)	Go PLAY	720	1280	320
TCT (Alcatel)	I216A	540	960	160
TCT (Alcatel)	I221	800	1280	213
TCT (Alcatel)	IDOL 4S	1440	2560	640
TCT (Alcatel)	IDOL 5	1080	1920	480
TCT (Alcatel)	IDOL 5S	1080	1920	480
TCT (Alcatel)	INSIGHT™	480	960	240
TCT (Alcatel)	Lively Smart	720	1520	320
TCT (Alcatel)	Mirage	1080	1920	480
TCT (Alcatel)	NA	720	1600	320
TCT (Alcatel)	No	480	854	240
TCT (Alcatel)	ONE TOUCH 4015X	320	480	160
TCT (Alcatel)	ONE TOUCH 4033X	480	800	240
TCT (Alcatel)	ONE TOUCH 6012D	480	854	240
TCT (Alcatel)	ONETOUCH PIXI 3 (8)	800	1280	213
TCT (Alcatel)	ONETOUCH PIXI3(7)	600	1024	240
TCT (Alcatel)	P330X_orange	600	1024	160
TCT (Alcatel)	P360X	800	1280	213
TCT (Alcatel)	PIXI 4 (5)	480	854	240
TCT (Alcatel)	PIXI3(4.5)	480	854	240
TCT (Alcatel)	PIXI4 (3.5)	320	480	160
TCT (Alcatel)	Pixi4-4 3G Telus	480	800	240
TCT (Alcatel)	Pixo 7	540	960	160
TCT (Alcatel)	POP 2	480	854	240
TCT (Alcatel)	POP 4 6" 4G android	1080	1920	480
TCT (Alcatel)	POP 4S	1080	1920	480
TCT (Alcatel)	Smart Tab 7	600	1024	160
TCT (Alcatel)	smart tab 7	600	1024	160
TCT (Alcatel)	SOL PRIME	1440	2560	640
TCT (Alcatel)	T2	720	1440	320
TCT (Alcatel)	TBD	480	960	220
TCT (Alcatel)	tbd	480	960	240
TCT (Alcatel)	tbd	720	1280	320
TCT (Alcatel)	tbd	720	1600	320
TCT (Alcatel)	TBD	800	1280	240
TCT (Alcatel)	TCL 10 5G UW	1080	2340	480
TCT (Alcatel)	TCL 30 Z	720	1560	320
TCT (Alcatel)	TCL 305	720	1600	320
TCT (Alcatel)	TCL 30V 5G	1080	2400	480
TCT (Alcatel)	TCL 40 XE 5G	720	1612	320
TCT (Alcatel)	TCL 4X 5G	720	1600	320
TCT (Alcatel)	TCL 750	1080	1920	480
TCT (Alcatel)	TCL A2X	720	1520	320
TCT (Alcatel)	TCL A3	720	1440	320
TCT (Alcatel)	TCL ION	720	1440	320
TCT (Alcatel)	TCL LX	480	960	240
TCT (Alcatel)	TCL SIGNA	720	1440	320
TCT (Alcatel)	TCL Stylus 5G	1080	2460	480
TCT (Alcatel)	TCL XL2	720	1440	320
TCT (Alcatel)	TCL_Xess_P17AA_OS	1080	1920	160
TCT (Alcatel)	TETRA	480	854	240
TCT (Alcatel)	TKEE MAX	800	1280	160
TCT (Alcatel)	TKEE mini	600	1024	160
TCT (Alcatel)	TKEE MINI	600	1024	160
TCT (Alcatel)	U3	480	800	240
TCT (Alcatel)	U5 HD	720	1280	320
TCT (Alcatel)	U50™	480	854	240
TD Tech	TD Tech V900	1080	2408	400
Teachmint_X	Teachmint_X	2160	3840	480
TeachmintX	Teachmint_X_PRO	2160	3840	480
TEAMGEE	Touch-Screen-Monitor	1080	1920	216
TECH_VIEW	Tab_80_pro	1200	1920	213
techBITE	SmartBoard 10 LTE	800	1280	213
techBITE	smartboard_2	1200	1920	286
techBITE	Smartboard_III_12_EEA	1600	2560	320
TECHcomputer	F102-T610-EEA	1200	1920	280
TECHcomputer	F102-T610-EEA-GG5	1200	1920	280
TECHcomputer	F102-T618-EEA	1200	1920	320
TECHcomputer	TEC-M1310	1440	2160	240
TECHLIFE	TechLife Pad Pro 12"	1600	2400	320
TECHLIFE	TechLife TLPADM04	800	1280	240
TECHLIFE	TLPAD001	1200	2000	280
TECHLIFE	TLPAD002	800	1280	213
TECHLIFE	TLPADL03	800	1280	213
TECHLIFE	TLPADNEO_a	800	1280	213
TECHLIFE	TLPADP04	1200	2000	280
TECHLIFE	TLPADP05	1200	2000	240
TECHLIFE	TLPADPLUS	1200	2000	240
Technocrat	SC777	800	1280	160
TECHNOLOGIA Y CRATIVIDAD	M103H	800	1280	160
Technopc	QUANTUM_ZIRCON_11Q801_TR	1200	1920	280
Technopc	TM-T10SA-V2	1200	1920	240
Technopc	UP10_SH36LAG	1200	1920	240
Technopc	UP10S43LA	1200	1920	320
Technopc	UP10SI36LA	1200	1920	320
Technopc	Zircon_12NS	1200	2000	213
Techpad	1016S	800	1280	160
Techpad	1032	800	1280	160
Techpad	3G_16	600	1024	160
Techpad	816	800	1280	160
Techpad	GamePad	600	1024	160
Techpad	i700	600	1024	160
Techpad	K13	1080	1920	240
Techpad	k13pro	1080	1920	240
Techpad	Kids_Pro	800	1280	200
Techpad	M55_4G	480	960	240
Techpad	M5GO	480	960	240
Techpad	NOTE_4CAM	600	1280	240
Techpad	Note_4CAM	720	1520	320
Techpad	R10	800	1280	213
Techpad	R11_ULTRA	800	1280	213
Techpad	S6	480	960	240
Techpad	S813G	600	1024	160
Techpad	Tech Pad	800	1280	160
Techpad	Tech732	600	1024	160
Techpad	Tech_Pad_X10B	720	1600	320
Techpad	TechPad 10Y	600	1024	160
Techpad	TechPad 9x	600	1024	160
Techpad	TechPad_1032	800	1280	160
Techpad	TechPad_1032s	800	1280	160
Techpad	TechPad_10Z	600	1024	160
Techpad	TechPad_3Gx	600	1024	160
Techpad	TechPad_716	600	1024	160
Techpad	Techpad_864	800	1280	160
Techpad	X11	720	1600	320
Techpad	X7	720	1560	320
Techpad	X9	720	1600	320
Techpad	Z10	800	1280	180
Techview	S1000Pro	720	1640	320
Techview	S15Pro	720	1600	320
Techview	S16PRO	720	1560	320
Techview	S17Pro	720	1640	320
Techview	Techview_Tab_80_LTE	800	1280	160
Teclast	APEX_P10HD_PRO	1200	1920	320
Teclast	ArtPadAir_EEA	1280	1840	240
Teclast	ArtPadPro_ROW	1600	2176	320
Teclast	M20_4G	1600	2560	320
Teclast	M30_Pro_ROW	1200	1920	240
Teclast	M40 Pro	1200	1920	280
Teclast	M40 Pro_EEA	1200	1920	280
Teclast	M40 Pro_ROW	1200	1920	280
Teclast	M40_EEA	1200	1920	240
Teclast	M40_Plus_EEA	1200	1920	260
Teclast	M40_Plus_ROW	720	1560	320
Teclast	M40_ROW	1200	1920	240
Teclast	M40Air_KR	1200	1920	320
Teclast	M40Plus_E_EEA	1200	1920	280
Teclast	M40Plus_E_ROW	1200	1920	280
Teclast	M40Plus_EEA	1200	2000	240
Teclast	M40Plus_ROW	1200	1920	286
Teclast	M40Pro_EEA	1200	1920	280
Teclast	M40Pro_ROW	1200	1920	280
Teclast	M40Pro_RUS	1200	1920	320
Teclast	M40SE_EEA	1200	1920	320
Teclast	M40SE_Y_EEA	1200	1920	280
Teclast	M40SE_Y_ROW	1200	1920	280
Teclast	M50-EEA	800	1280	180
Teclast	M50-ROW	800	1280	180
Teclast	M50_EU	800	1280	180
Teclast	M50_ROW	800	1280	180
Teclast	M50_W_ROW	800	1280	180
Teclast	M50HD_EEA	1200	1920	280
Teclast	M50HD_ROW	1200	1920	280
Teclast	M50Mini_EEA	800	1340	180
Teclast	M50mini_ROW	800	1280	180
Teclast	M50Mini_ROW	800	1340	180
